Accession	Description	CTRL-IFN	CTRL-VIRUS	CTRL-IFN_VIRUS	IFN-VIRUS	IFN-IFN_VIRUS	VIRUS-IFN_VIRUS
P61313	60S ribosomal protein L15 OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=2	-0.109743651	0.112476049	-0.269689335	0.262483245	-0.179342276	-0.444839681
Q9H583	HEAT repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=HEATR1 PE=1 SV=3	0.145126178	0.328903177	-0.046897323	0.22913905	-0.103204478	-0.444839681
P57740	Nuclear pore complex protein Nup107 OS=Homo sapiens OX=9606 GN=NUP107 PE=1 SV=1	-0.067265346	0.310867583	-0.007581085	0.362515829	0.003388438	-0.444839681
Q9Y2X3	Nucleolar protein 58 OS=Homo sapiens OX=9606 GN=NOP58 PE=1 SV=1	-0.152221956	0.581401494	0.057945977	0.629269387	0.155664033	-0.444839681
P17813	Endoglin OS=Homo sapiens OX=9606 GN=ENG PE=1 SV=2	-0.746918225	0.364974365	0.07105139	1.11276021	0.551580581	-0.444839681
Q9Y320	Thioredoxin-related transmembrane protein 2 OS=Homo sapiens OX=9606 GN=TMX2 PE=1 SV=1	-1.171701274	0.383009959	-0.03379191	1.11276021	0.5820357	-0.444839681
Q9Y232	Chromodomain Y-like protein OS=Homo sapiens OX=9606 GN=CDYL PE=1 SV=2	0.25132194	-1.492691818	-1.056014085	-1.004596153	-1.32140924	-0.444839681
O60504	Vinexin OS=Homo sapiens OX=9606 GN=SORBS3 PE=1 SV=2	-1.830115	-1.222157907	-1.501598109	-0.221007578	-0.605713943	-0.444839681
O14802	DNA-directed RNA polymerase III subunit RPC1 OS=Homo sapiens OX=9606 GN=POLR3A PE=1 SV=2	-0.130982804	-0.266271425	-0.597324647	-0.070958702	-0.544803705	-0.444839681
P13667	Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2	-0.322135176	-0.392520583	-0.544902997	-0.087630799	-0.453438348	-0.444839681
P06756	Integrin alpha-V OS=Homo sapiens OX=9606 GN=ITGAV PE=1 SV=2	-5.546966678	-2.881432556	-2.038920022	1.913020883	1.526144391	-0.444839681
Q96BY9	Store-operated calcium entry-associated regulatory factor OS=Homo sapiens OX=9606 GN=SARAF PE=1 SV=1	-1.49028856	0.83389981	0.529740827	1.829660396	1.739330224	-0.444839681
C9J148	Cyclin-L2 OS=Homo sapiens OX=9606 GN=CCNL2 PE=1 SV=2	1.334518715	0.004262485	-0.24347851	-0.52110533	-1.367091919	-0.444839681
Q96PV6	Leukocyte receptor cluster member 8 OS=Homo sapiens OX=9606 GN=LENG8 PE=1 SV=3	-0.130982804	-1.041801967	-1.069119497	-0.654482109	-1.290954121	-0.444839681
Q9UK61	Protein TASOR OS=Homo sapiens OX=9606 GN=TASOR PE=1 SV=3	0.038930416	-0.969659591	-0.92495996	-0.987924056	-1.260499002	-0.444839681
Q49A26	Putative oxidoreductase GLYR1 OS=Homo sapiens OX=9606 GN=GLYR1 PE=1 SV=4	0.315039398	-0.590912117	-0.780800422	-0.871219375	-1.184361205	-0.444839681
Q8N684	Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=1	-0.173461109	-0.861446027	-1.121541147	-0.871219375	-1.184361205	-0.444839681
Q01780	Exosome component 10 OS=Homo sapiens OX=9606 GN=EXOSC10 PE=1 SV=2	0.33627855	-0.446627365	-0.675957122	-0.737842596	-1.01685805	-0.444839681
Q9H8M2	Bromodomain-containing protein 9 OS=Homo sapiens OX=9606 GN=BRD9 PE=1 SV=2	0.909735666	0.401045553	0.044840565	-0.621137914	-0.773217098	-0.444839681
Q9NVN8	Guanine nucleotide-binding protein-like 3-like protein OS=Homo sapiens OX=9606 GN=GNL3L PE=1 SV=1	-0.343374328	-0.085915485	-0.374532635	0.04574598	-0.270707633	-0.444839681
Q969M3	Protein YIPF5 OS=Homo sapiens OX=9606 GN=YIPF5 PE=1 SV=1	-1.001788054	-0.392520583	-0.440059697	0.362515829	-0.027066681	-0.444839681
Q9BW27	Nuclear pore complex protein Nup85 OS=Homo sapiens OX=9606 GN=NUP85 PE=1 SV=1	-0.215939413	0.148547237	-0.020686498	0.345843732	0.018615998	-0.444839681
G5EA09	"Syndecan binding protein (Syntenin), isoform CRA_a OS=Homo sapiens OX=9606 GN=SDCBP PE=1 SV=1"	0.060169568	0.996220156	0.267632577	0.762646166	0.384077426	-0.444839681
Q9NV56	MRG/MORF4L-binding protein OS=Homo sapiens OX=9606 GN=MRGBP PE=1 SV=1	-0.046026194	-1.204122313	-1.527808934	-1.288021808	-1.915284062	-0.444839681
P52429	Diacylglycerol kinase epsilon OS=Homo sapiens OX=9606 GN=DGKE PE=1 SV=1	-0.959309749	-0.103951079	0.162789277	0.679285679	0.292712069	-0.444839681
Q9Y679	Ancient ubiquitous protein 1 OS=Homo sapiens OX=9606 GN=AUP1 PE=1 SV=2	-0.364613481	0.419081147	-0.020686498	0.762646166	0.292712069	-0.444839681
Q96GC6	Neurotrophin receptor-interacting factor homolog OS=Homo sapiens OX=9606 GN=ZNF274 PE=1 SV=2	-0.322135176	-2.827325774	-2.471398634	-1.187989224	-1.443229717	-0.425595626
Q9H8G1	Zinc finger protein 430 OS=Homo sapiens OX=9606 GN=ZNF430 PE=1 SV=3	-0.024787041	-0.554840929	-0.440059697	-0.654482109	-0.818899776	-0.425595626
Q13492	Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens OX=9606 GN=PICALM PE=1 SV=2	0.846018209	-0.302342613	-0.361427222	-0.120974994	-0.316390312	-0.425595626
O00453	Leukocyte-specific transcript 1 protein OS=Homo sapiens OX=9606 GN=LST1 PE=1 SV=2	0.548670075	1.01425575	0.28073799	0.445876316	0.231801831	-0.425595626
Q8IUH4	Palmitoyltransferase ZDHHC13 OS=Homo sapiens OX=9606 GN=ZDHHC13 PE=1 SV=3	-0.067265346	1.411038818	-0.164846035	0.946039237	0.247029391	-0.425595626
Q8NBP0	Tetratricopeptide repeat protein 13 OS=Homo sapiens OX=9606 GN=TTC13 PE=2 SV=3	0.145126178	0.978184562	0.43800294	0.912695042	0.384077426	-0.444839681
O14521	"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHD PE=1 SV=1"	0.145126178	-0.374484989	-0.426954285	-0.387728551	-0.636169062	-0.425595626
Q9UGP8	Translocation protein SEC63 homolog OS=Homo sapiens OX=9606 GN=SEC63 PE=1 SV=2	-0.492048395	0.292831989	-0.177951448	0.61259729	0.079526236	-0.425595626
Q86WV6	Stimulator of interferon genes protein OS=Homo sapiens OX=9606 GN=TMEM173 PE=1 SV=1	-0.194700261	0.383009959	-0.13863521	0.61259729	0.201346712	-0.425595626
Q13601	KRR1 small subunit processome component homolog OS=Homo sapiens OX=9606 GN=KRR1 PE=1 SV=4	-0.152221956	-0.572876523	-0.82011666	-0.371056454	-0.6970793	-0.425595626
Q8N2U9	PQ-loop repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=PQLC1 PE=1 SV=1	-0.258417718	-0.645018899	-0.50558676	-0.654482109	-0.36207299	-0.425595626
Q7L5N7	Lysophosphatidylcholine acyltransferase 2 OS=Homo sapiens OX=9606 GN=LPCAT2 PE=1 SV=1	-0.215939413	0.437116741	0.084156802	0.629269387	0.307939629	-0.425595626
Q8NEW0	Zinc transporter 7 OS=Homo sapiens OX=9606 GN=SLC30A7 PE=2 SV=1	-0.61948331	-0.915552809	-0.951170785	-0.287695967	-0.544803705	-0.425595626
Q9H8H0	Nucleolar protein 11 OS=Homo sapiens OX=9606 GN=NOL11 PE=1 SV=1	0.081408721	1.01425575	0.451108352	0.829334555	0.475442783	-0.425595626
Q7KZ85	Transcription elongation factor SPT6 OS=Homo sapiens OX=9606 GN=SUPT6H PE=1 SV=2	-0.258417718	-1.113944343	-1.121541147	-0.921235667	-1.199588764	-0.425595626
A0A087X0M4	Kanadaptin OS=Homo sapiens OX=9606 GN=SLC4A1AP PE=1 SV=1	-1.554006018	-0.626983305	-0.531797585	0.04574598	-0.438210788	-0.425595626
P30533	Alpha-2-macroglobulin receptor-associated protein OS=Homo sapiens OX=9606 GN=LRPAP1 PE=1 SV=1	-2.552246183	-1.763225728	-1.685073884	0.079090174	-0.422983228	-0.425595626
O95759	TBC1 domain family member 8 OS=Homo sapiens OX=9606 GN=TBC1D8 PE=1 SV=3	-0.279656871	-0.590912117	-0.82011666	-0.471089038	-0.407755669	-0.425595626
Q9NX47	E3 ubiquitin-protein ligase MARCH5 OS=Homo sapiens OX=9606 GN=MARCH5 PE=1 SV=1	-0.067265346	0.5633659	0.149683865	0.512564705	0.216574272	-0.425595626
P61513	60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2	-0.109743651	0.671579464	0.49042459	0.029073882	0.414532545	-0.425595626
Q15233	Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4	-0.109743651	-0.861446027	-1.318122334	-0.887891472	-1.169133645	-0.425595626
Q9NW82	WD repeat-containing protein 70 OS=Homo sapiens OX=9606 GN=WDR70 PE=1 SV=1	-0.024787041	-0.518769741	-0.66285171	-0.504433233	-0.742761978	-0.425595626
Q9BUV8	Uncharacterized protein RAB5IF OS=Homo sapiens OX=9606 GN=RAB5IF PE=2 SV=1	-0.364613481	-0.428591771	-0.636640885	0.162450661	-0.422983228	-0.425595626
Q5SW79	Centrosomal protein of 170 kDa OS=Homo sapiens OX=9606 GN=CEP170 PE=1 SV=1	-0.768157377	-0.320378207	-0.55800841	0.262483245	-0.133659598	-0.425595626
Q8WUM0	Nuclear pore complex protein Nup133 OS=Homo sapiens OX=9606 GN=NUP133 PE=1 SV=2	-0.215939413	0.419081147	0.005524327	0.495892608	0.064298676	-0.425595626
P11166	"Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2"	-0.661961615	1.356932036	0.503530002	2.196446538	1.358641236	-0.425595626
Q14676	Mediator of DNA damage checkpoint protein 1 OS=Homo sapiens OX=9606 GN=MDC1 PE=1 SV=3	0.25132194	-1.492691818	-1.173962797	-1.538103269	-1.991421859	-0.406351571
P21675	Transcription initiation factor TFIID subunit 1 OS=Homo sapiens OX=9606 GN=TAF1 PE=1 SV=2	0.399996008	-0.482698553	-0.76769501	-0.637810012	-0.803672217	-0.406351571
Q96HW7	Integrator complex subunit 4 OS=Homo sapiens OX=9606 GN=INTS4 PE=1 SV=2	0.548670075	-0.067879891	-0.40074346	-0.537777428	-0.757989538	-0.425595626
Q01085	Nucleolysin TIAR OS=Homo sapiens OX=9606 GN=TIAL1 PE=1 SV=1	-0.003547889	-0.158057861	-0.50558676	-0.187663383	-0.68185174	-0.406351571
O43159	Ribosomal RNA-processing protein 8 OS=Homo sapiens OX=9606 GN=RRP8 PE=1 SV=2	0.102647873	-0.338413801	-0.492481347	-0.221007578	-0.529576145	-0.425595626
Q92611	ER degradation-enhancing alpha-mannosidase-like protein 1 OS=Homo sapiens OX=9606 GN=EDEM1 PE=1 SV=1	-0.492048395	0.040333673	-0.125529798	0.562580997	0.231801831	-0.406351571
Q14137	Ribosome biogenesis protein BOP1 OS=Homo sapiens OX=9606 GN=BOP1 PE=1 SV=2	0.017691264	3.232633813	1.879598314	2.996707211	2.272294807	-0.406351571
O75531	Barrier-to-autointegration factor OS=Homo sapiens OX=9606 GN=BANF1 PE=1 SV=1	0.187604483	-1.384478254	-1.291911509	-0.937907764	-1.504139955	-0.406351571
A0A0A6YYJ8	Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=4 SV=1	-0.258417718	-1.168051125	-1.108435735	-1.004596153	-1.169133645	-0.406351571
G5EA36	"Cell division cycle 27, isoform CRA_c OS=Homo sapiens OX=9606 GN=CDC27 PE=1 SV=1"	0.676104989	0.274796395	-0.08621356	-0.537777428	-0.818899776	-0.406351571
Q7L2J0	7SK snRNA methylphosphate capping enzyme OS=Homo sapiens OX=9606 GN=MEPCE PE=1 SV=1	-0.067265346	-1.023766373	-0.911854547	-0.654482109	-0.666624181	-0.406351571
Q9HD20	Manganese-transporting ATPase 13A1 OS=Homo sapiens OX=9606 GN=ATP13A1 PE=1 SV=2	-0.364613481	0.166582831	-0.13863521	0.5459089	0.109981355	-0.406351571
Q8N0V3	"Putative ribosome-binding factor A, mitochondrial OS=Homo sapiens OX=9606 GN=RBFA PE=1 SV=3"	-0.024787041	0.545330305	0.189000102	0.962711334	0.551580581	-0.406351571
A0A1W2PPE6	Uncharacterized protein OS=Homo sapiens OX=9606 PE=1 SV=1	0.272561093	-1.420549442	-1.750600947	-1.271349711	-1.184361205	-0.406351571
Q6P2C8	Mediator of RNA polymerase II transcription subunit 27 OS=Homo sapiens OX=9606 GN=MED27 PE=1 SV=1	-0.130982804	-0.608947711	-0.898749135	-0.804530985	-0.803672217	-0.406351571
P25787	Proteasome subunit alpha type-2 OS=Homo sapiens OX=9606 GN=PSMA2 PE=1 SV=2	-1.469049408	-1.72715454	-1.527808934	-0.52110533	-0.6970793	-0.406351571
Q5CZC0	Fibrous sheath-interacting protein 2 OS=Homo sapiens OX=9606 GN=FSIP2 PE=2 SV=4	-0.024787041	1.032291344	0.477319177	0.362515829	0.064298676	-0.406351571
P50281	Matrix metalloproteinase-14 OS=Homo sapiens OX=9606 GN=MMP14 PE=1 SV=3	-0.44957009	0.545330305	0.01862974	0.829334555	0.170891593	-0.406351571
G3V159	Hermansky-Pudlak syndrome 5 protein OS=Homo sapiens OX=9606 GN=HPS5 PE=1 SV=1	-0.407091785	0.581401494	-0.073108148	0.579253095	0.460215224	-0.406351571
O75376	Nuclear receptor corepressor 1 OS=Homo sapiens OX=9606 GN=NCOR1 PE=1 SV=2	0.867257361	-0.428591771	-0.82011666	-1.054612445	-1.382319478	-0.406351571
O60231	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens OX=9606 GN=DHX16 PE=1 SV=2	-0.109743651	-0.771268057	-0.951170785	-0.737842596	-1.092995848	-0.406351571
Q68E01	Integrator complex subunit 3 OS=Homo sapiens OX=9606 GN=INTS3 PE=1 SV=1	0.378756855	-0.518769741	-0.741484185	-0.721170498	-1.047313169	-0.406351571
Q9H9A5	CCR4-NOT transcription complex subunit 10 OS=Homo sapiens OX=9606 GN=CNOT10 PE=1 SV=1	0.038930416	0.74372184	-0.046897323	0.262483245	-0.011839121	-0.406351571
Q9UHV9	Prefoldin subunit 2 OS=Homo sapiens OX=9606 GN=PFDN2 PE=1 SV=1	-0.44957009	0.184618425	-0.13863521	0.445876316	0.307939629	-0.406351571
Q11206	"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 OS=Homo sapiens OX=9606 GN=ST3GAL4 PE=2 SV=1"	-0.067265346	1.158540502	0.306948815	0.929367139	0.323167188	-0.406351571
Q9NSY1	BMP-2-inducible protein kinase OS=Homo sapiens OX=9606 GN=BMP2K PE=1 SV=2	0.166365331	1.248718472	0.713216602	1.262809086	0.658173498	-0.406351571
Q9ULK4	Mediator of RNA polymerase II transcription subunit 23 OS=Homo sapiens OX=9606 GN=MED23 PE=1 SV=2	0.230082788	-1.150015531	-1.095330322	-1.238005516	-1.488912395	-0.406351571
Q9UKF6	Cleavage and polyadenylation specificity factor subunit 3 OS=Homo sapiens OX=9606 GN=CPSF3 PE=1 SV=1	-0.152221956	-0.500734147	-0.793905835	-0.337712259	-0.773217098	-0.406351571
Q99942	E3 ubiquitin-protein ligase RNF5 OS=Homo sapiens OX=9606 GN=RNF5 PE=1 SV=1	-0.725679072	-0.031808703	-0.164846035	0.879350847	0.231801831	-0.406351571
Q8WUY1	Protein THEM6 OS=Homo sapiens OX=9606 GN=THEM6 PE=1 SV=2	-0.130982804	0.761757434	0.33315964	0.896022945	0.444987664	-0.406351571
O94886	CSC1-like protein 1 OS=Homo sapiens OX=9606 GN=TMEM63A PE=1 SV=3	-0.916831444	0.978184562	0.451108352	1.029399723	0.764766414	-0.406351571
P07333	Macrophage colony-stimulating factor 1 receptor OS=Homo sapiens OX=9606 GN=CSF1R PE=1 SV=2	-2.339854658	0.545330305	0.044840565	2.013053467	2.165701891	-0.406351571
Q86XI2	Condensin-2 complex subunit G2 OS=Homo sapiens OX=9606 GN=NCAPG2 PE=1 SV=1	0.548670075	-0.572876523	-0.898749135	-0.787858888	-1.214816324	-0.406351571
Q8NAV1	Pre-mRNA-splicing factor 38A OS=Homo sapiens OX=9606 GN=PRPF38A PE=1 SV=1	0.060169568	-0.356449395	-0.518692172	-0.304368065	-0.575258824	-0.406351571
Q9BV23	Monoacylglycerol lipase ABHD6 OS=Homo sapiens OX=9606 GN=ABHD6 PE=1 SV=1	-0.385852633	-0.194129049	-0.204162273	0.179122758	-0.194569836	-0.406351571
Q92692	Nectin-2 OS=Homo sapiens OX=9606 GN=NECTIN2 PE=1 SV=1	-0.640722462	1.537287976	0.202105515	0.162450661	-0.087976919	-0.406351571
Q9Y5M8	Signal recognition particle receptor subunit beta OS=Homo sapiens OX=9606 GN=SRPRB PE=1 SV=3	-0.364613481	0.274796395	0.031735152	0.729301971	0.26225695	-0.406351571
Q53GS7	Nucleoporin GLE1 OS=Homo sapiens OX=9606 GN=GLE1 PE=1 SV=2	-0.385852633	0.942113374	0.28073799	0.79599036	0.414532545	-0.406351571
Q99640	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase OS=Homo sapiens OX=9606 GN=PKMYT1 PE=1 SV=1	-0.130982804	0.906042186	0.49042459	0.695957776	0.460215224	-0.406351571
Q92547	DNA topoisomerase 2-binding protein 1 OS=Homo sapiens OX=9606 GN=TOPBP1 PE=1 SV=3	0.060169568	-1.131979937	-1.13464656	-0.987924056	-1.260499002	-0.387107516
Q9Y4J8	Dystrobrevin alpha OS=Homo sapiens OX=9606 GN=DTNA PE=1 SV=2	-0.279656871	-1.655012164	-0.741484185	-1.187989224	-1.184361205	-0.387107516
Q5SY16	Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Homo sapiens OX=9606 GN=NOL9 PE=1 SV=1	0.569909227	0.220689613	-0.08621356	-0.621137914	-0.590486383	-0.387107516
H0YNG3	Signal peptidase complex catalytic subunit SEC11 OS=Homo sapiens OX=9606 GN=SEC11A PE=1 SV=1	0.060169568	-0.013773109	-0.060002735	0.179122758	-0.133659598	-0.387107516
E9PLL6	60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=1	-0.300896023	0.130511643	-0.164846035	0.245811148	-0.118432038	-0.387107516
P43007	Neutral amino acid transporter A OS=Homo sapiens OX=9606 GN=SLC1A4 PE=1 SV=1	-0.194700261	1.28478966	0.569057065	1.312825378	0.840904212	-0.387107516
Q8IX18	Probable ATP-dependent RNA helicase DHX40 OS=Homo sapiens OX=9606 GN=DHX40 PE=1 SV=2	0.633626685	-0.248235831	-0.623535472	-0.654482109	-0.971175371	-0.387107516
P51610	Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2	-0.109743651	-0.717161275	-1.02980326	-0.120974994	-0.803672217	-0.387107516
Q8N1G2	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=CMTR1 PE=1 SV=1	-0.343374328	-0.158057861	-0.426954285	0.345843732	-0.240252514	-0.387107516
O00461	Golgi integral membrane protein 4 OS=Homo sapiens OX=9606 GN=GOLIM4 PE=1 SV=1	-0.492048395	0.166582831	-0.073108148	0.61259729	0.125208914	-0.387107516
O75718	Cartilage-associated protein OS=Homo sapiens OX=9606 GN=CRTAP PE=1 SV=1	-0.407091785	-0.103951079	-0.256583923	0.495892608	0.186119152	-0.387107516
P00167	Cytochrome b5 OS=Homo sapiens OX=9606 GN=CYB5A PE=1 SV=2	-1.957549914	-1.204122313	-0.76769501	0.462548413	0.490670343	-0.387107516
Q9Y5J1	U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens OX=9606 GN=UTP18 PE=1 SV=3	0.102647873	-0.266271425	-0.66285171	-0.221007578	-1.00163049	-0.387107516
Q9Y6D9	Mitotic spindle assembly checkpoint protein MAD1 OS=Homo sapiens OX=9606 GN=MAD1L1 PE=1 SV=2	-0.598244158	-1.005730779	-1.173962797	-0.654482109	-0.864582455	-0.387107516
Q86VR2	Reticulophagy regulator 3 OS=Homo sapiens OX=9606 GN=RETREG3 PE=1 SV=1	-0.215939413	-0.085915485	-0.426954285	0.095762272	-0.346845431	-0.387107516
Q14764	Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4	-0.5345267	-0.464662959	-0.466270522	0.262483245	-0.011839121	-0.387107516
P42766	60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2	0.038930416	0.401045553	-0.060002735	0.662613582	0.003388438	-0.387107516
Q99805	Transmembrane 9 superfamily member 2 OS=Homo sapiens OX=9606 GN=TM9SF2 PE=1 SV=1	-0.5345267	0.455152335	0.005524327	0.629269387	0.26225695	-0.387107516
O96028	Histone-lysine N-methyltransferase NSD2 OS=Homo sapiens OX=9606 GN=NSD2 PE=1 SV=1	1.143366343	-2.4485783	-2.156868734	-2.588445402	-2.265517931	-0.387107516
Q8NFH4	Nucleoporin Nup37 OS=Homo sapiens OX=9606 GN=NUP37 PE=1 SV=1	0.357517703	0.256760801	-0.13863521	-0.104302897	-0.560031264	-0.387107516
Q5VUG0	Scm-like with four MBT domains protein 2 OS=Homo sapiens OX=9606 GN=SFMBT2 PE=1 SV=1	-0.661961615	-0.572876523	-0.66285171	-0.02094241	-0.270707633	-0.387107516
Q96BZ9	TBC1 domain family member 20 OS=Homo sapiens OX=9606 GN=TBC1D20 PE=1 SV=1	-1.787636695	-1.943581668	-1.344333159	0.629269387	0.429760105	-0.387107516
Q5HYI8	Rab-like protein 3 OS=Homo sapiens OX=9606 GN=RABL3 PE=1 SV=1	0.123887026	1.032291344	0.765638252	2.229790733	0.566808141	-0.387107516
Q03405	Urokinase plasminogen activator surface receptor OS=Homo sapiens OX=9606 GN=PLAUR PE=1 SV=1	-0.661961615	0.888006592	0.01862974	1.612923131	0.779993974	-0.387107516
P04920	Anion exchange protein 2 OS=Homo sapiens OX=9606 GN=SLC4A2 PE=1 SV=4	-0.683200767	1.320860848	0.752532839	1.779644104	1.297730998	-0.387107516
Q8IX12	Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens OX=9606 GN=CCAR1 PE=1 SV=2	-0.237178566	-0.771268057	-1.108435735	-0.487761136	-0.68185174	-0.387107516
Q9Y4C8	Probable RNA-binding protein 19 OS=Homo sapiens OX=9606 GN=RBM19 PE=1 SV=3	-0.300896023	-0.518769741	-0.571113822	-0.120974994	-0.468665907	-0.387107516
Q96BI3	Gamma-secretase subunit APH-1A OS=Homo sapiens OX=9606 GN=APH1A PE=1 SV=1	-1.957549914	-1.582869788	-1.173962797	0.012401785	-0.118432038	-0.387107516
Q8IV48	3'-5' exoribonuclease 1 OS=Homo sapiens OX=9606 GN=ERI1 PE=1 SV=3	2.608867862	0.5633659	0.162789277	-1.938233605	-2.082787217	-0.387107516
Q05048	Cleavage stimulation factor subunit 1 OS=Homo sapiens OX=9606 GN=CSTF1 PE=1 SV=1	0.378756855	-0.248235831	-0.466270522	-0.504433233	-0.818899776	-0.387107516
O94842	TOX high mobility group box family member 4 OS=Homo sapiens OX=9606 GN=TOX4 PE=1 SV=1	-0.109743651	-1.131979937	-1.606441409	-0.904563569	-1.793463586	-0.367863462
Q75N03	E3 ubiquitin-protein ligase Hakai OS=Homo sapiens OX=9606 GN=CBLL1 PE=1 SV=1	-0.5345267	-1.564834194	-1.08222491	-0.704498401	-0.727534419	-0.367863462
Q13416	Origin recognition complex subunit 2 OS=Homo sapiens OX=9606 GN=ORC2 PE=1 SV=2	-0.046026194	0.040333673	-0.020686498	-0.054286604	-0.68185174	-0.367863462
E7EWM1	Nuclear receptor coactivator 2 OS=Homo sapiens OX=9606 GN=NCOA2 PE=1 SV=2	-0.279656871	-0.771268057	-0.859432897	-0.187663383	-0.620941502	-0.367863462
Q96JB2	Conserved oligomeric Golgi complex subunit 3 OS=Homo sapiens OX=9606 GN=COG3 PE=1 SV=3	-0.980548902	-0.825374839	-0.584219235	0.445876316	-0.011839121	-0.387107516
Q5TDG9	"DnaJ (Hsp40) homolog, subfamily C, member 16, isoform CRA_a OS=Homo sapiens OX=9606 GN=DNAJC16 PE=1 SV=1"	-0.088504499	0.527294711	-0.060002735	0.512564705	0.079526236	-0.367863462
Q9NVX2	Notchless protein homolog 1 OS=Homo sapiens OX=9606 GN=NLE1 PE=1 SV=4	0.123887026	1.158540502	0.503530002	0.22913905	0.26225695	-0.367863462
P31943	Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4	0.038930416	-0.410556177	-0.55800841	-0.387728551	-0.636169062	-0.367863462
J3QQ67	60S ribosomal protein L18 (Fragment) OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=1	-0.555765853	-0.176093455	-0.361427222	0.22913905	-0.103204478	-0.367863462
Q9Y4P3	Transducin beta-like protein 2 OS=Homo sapiens OX=9606 GN=TBL2 PE=1 SV=1	-0.385852633	0.058369267	-0.125529798	0.395860024	0.109981355	-0.367863462
Q9UM00	Calcium load-activated calcium channel OS=Homo sapiens OX=9606 GN=TMCO1 PE=1 SV=2	-0.513287548	0.184618425	-0.020686498	0.529236803	0.201346712	-0.367863462
Q9HBR0	Putative sodium-coupled neutral amino acid transporter 10 OS=Homo sapiens OX=9606 GN=SLC38A10 PE=1 SV=2	-0.746918225	0.419081147	-0.204162273	0.912695042	0.5820357	-0.367863462
Q8NFI3	Cytosolic endo-beta-N-acetylglucosaminidase OS=Homo sapiens OX=9606 GN=ENGASE PE=1 SV=1	0.846018209	0.419081147	0.044840565	0.04574598	-0.392528109	-0.367863462
P19447	General transcription and DNA repair factor IIH helicase subunit XPB OS=Homo sapiens OX=9606 GN=ERCC3 PE=1 SV=1	-0.237178566	0.058369267	-0.269689335	0.112434369	-0.331617871	-0.367863462
Q9UG63	ATP-binding cassette sub-family F member 2 OS=Homo sapiens OX=9606 GN=ABCF2 PE=1 SV=2	-0.78939653	0.058369267	-0.151740623	0.662613582	0.201346712	-0.367863462
Q96GS6	Alpha/beta hydrolase domain-containing protein 17A OS=Homo sapiens OX=9606 GN=ABHD17A PE=1 SV=1	-0.513287548	2.619423617	1.892703726	1.99638137	1.845923141	-0.367863462
Q13112	Chromatin assembly factor 1 subunit B OS=Homo sapiens OX=9606 GN=CHAF1B PE=1 SV=1	0.782300752	-1.168051125	-0.793905835	-1.3380381	-1.443229717	-0.367863462
