Accession	Description	CTRL1	CTRL2	CTRL3	IFN1	IFN2	IFN3	VIRUS1	VIRUS2	VIRUS3	IFN_VIRUS1	IFN_VIRUS2	IFN_VIRUS3
P52948	Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens OX=9606 GN=NUP98 PE=1 SV=4	81973514.5	90036183.05	92280750.05	96087322.38	102763147.4	106039701.5	72061233.7	77192185.45	83284433.43	84407297.46	95828806.06	93392627.05
Q96BW5	Phosphotriesterase-related protein OS=Homo sapiens OX=9606 GN=PTER PE=1 SV=1	1364286.062	54746.92851	407904.9375	128719.1723	124563.0908	3702.138703	89668.92958	18579.31713	100351.0294	46524.07035	35048.60568	113579.7013
Q13888	General transcription factor IIH subunit 2 OS=Homo sapiens OX=9606 GN=GTF2H2 PE=1 SV=1	1482063.683	1127732.525	1041036.813	1366292.675	1363853.18	1404450.867	1064086.618	1439812.72	1603881.299	1395957.537	1810118.687	1824175.69
P31260	Homeobox protein Hox-A10 OS=Homo sapiens OX=9606 GN=HOXA10 PE=1 SV=3	134341.5015	303448.559	164523.1075	892045.9961	1214943.998	971323.7204	1325417.806	531474.5939	915032.6107	514824.9015	1106026.046	1091986.942
Q9Y6E2	Basic leucine zipper and W2 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=BZW2 PE=1 SV=1	75515049.1	11578428.14	10023920.15	10809583.28	11192254.92	11354576.3	10280569.85	9894405.803	9504023.887	10607045.47	11032448.54	11077141.98
Q8IY95	Transmembrane protein 192 OS=Homo sapiens OX=9606 GN=TMEM192 PE=1 SV=1	5130316.296	2130370.498	4751120.219	4915904.76	5697890.138	5229051.364	2312242.817	4161744.864	2930458.238	1500997.058	4371387.051	3469554.862
Q12824	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 OS=Homo sapiens OX=9606 GN=SMARCB1 PE=1 SV=2	11892486.53	13030031.79	10826993.89	10347085.33	12624102.19	13022410.61	10590036.21	13551248.41	25609973.6	19465535.44	25300585.69	21717995.25
Q86X53	Glutamate-rich protein 1 OS=Homo sapiens OX=9606 GN=ERICH1 PE=1 SV=1	355344.1956	386527.7847	526448.875	273770.6458	350346.8389	369705.6506	317747.3903	408456.8937	294092.0574	331898.6798	415176.2995	382942.0571
Q8WWQ0	PH-interacting protein OS=Homo sapiens OX=9606 GN=PHIP PE=1 SV=2	28867419.97	35400107.36	36880754.47	29095726.55	35480740.84	33700319.24	52227251.61	41785423.2	61729830.09	59950028.45	67443453.6	52477835.27
R4GMW8	BIVM-ERCC5 readthrough OS=Homo sapiens OX=9606 GN=BIVM-ERCC5 PE=1 SV=2	40124.92405	425020.9387	512478.9451	217565.6067	520264.7827	702103.5609	317862.3591	654479.9965	807317.7061	589789.9142	739557.3775	741460.8656
Q14149	MORC family CW-type zinc finger protein 3 OS=Homo sapiens OX=9606 GN=MORC3 PE=1 SV=3	6099942.554	5162481.102	6466092.105	5461813.87	6328867.136	6262735.042	5463763.674	6887889.681	10263775.18	7534805.252	8736352.604	8440481.907
Q9NV88	Integrator complex subunit 9 OS=Homo sapiens OX=9606 GN=INTS9 PE=1 SV=2	1847382.184	3701656.323	3699690.557	3197986.869	3475368.774	2494071.281	3113004.658	3568023.234	3349458.095	4237805.248	3159033.581	3328101.9
A0A0D9SF58	Chromosome transmission fidelity protein 18 homolog OS=Homo sapiens OX=9606 GN=CHTF18 PE=1 SV=1	2734198.795	2107598.307	1767014.27	2622684.039	2261295.866	2381858.374	2400534.908	2528031.357	2128266.732	2606917.919	2517552.965	2110556.028
H0Y9X1	Translation machinery-associated protein 16 (Fragment) OS=Homo sapiens OX=9606 GN=TMA16 PE=1 SV=1	1397746.677	1559663.819	1358729.008	2003981.819	1885582.231	1820604.19	1627788.881	1940810.941	2197501.625	1950122.616	2254066.278	1944649.737
P01137	Transforming growth factor beta-1 proprotein OS=Homo sapiens OX=9606 GN=TGFB1 PE=1 SV=2	1603757.775	1278350.381	790895.3774	1221046.185	1726923.008	1766786.969	1480939.386	1742678.45	1504180.82	1960704.284	1725587.235	1758859.436
Q14739	Delta(14)-sterol reductase OS=Homo sapiens OX=9606 GN=LBR PE=1 SV=2	137968727.5	133976238.9	121871053.6	168944322.7	152399880.9	135881652.5	159593441.6	122006269.8	132426003.7	152261749.3	139590850.3	135462525.1
E5RIK9	"Transcription termination factor 3, mitochondrial OS=Homo sapiens OX=9606 GN=MTERF3 PE=1 SV=1"	741658.33	422251.6602	462759.0936	917636.7291	1048666.714	937426.5211	595972.4466	769616.7841	798794.4464	746988.5559	811087.7557	916110.7895
Q9NPH3	Interleukin-1 receptor accessory protein OS=Homo sapiens OX=9606 GN=IL1RAP PE=1 SV=2	9107165.293	12698177.74	7909639.144	8805967.474	13123394.86	12211657.33	8804025.054	10465045.24	10494483.77	10043111	11696384.09	12250542.72
Q9BXY0	Protein MAK16 homolog OS=Homo sapiens OX=9606 GN=MAK16 PE=1 SV=2	17716387.72	19595409.7	18430865.92	17549849.85	19643523.61	23543107.56	9663903.765	14024588.17	13819412.11	14114142.37	14184525.5	14237754.97
Q86WJ1	Chromodomain-helicase-DNA-binding protein 1-like OS=Homo sapiens OX=9606 GN=CHD1L PE=1 SV=3	28152721.16	26575049.49	26758059.33	24374966.19	30080261.8	28675443.63	29496957.75	32135002.52	44712492.45	34275830.5	46179087.22	48891435.02
P49643	DNA primase large subunit OS=Homo sapiens OX=9606 GN=PRIM2 PE=1 SV=2	3981406.696	4583983.467	3950865.447	3749389.234	5499201.736	4944361.831	3792347.047	3505967.982	4872052.976	3854437.812	4664699.022	4303353.439
Q9HC07	Transmembrane protein 165 OS=Homo sapiens OX=9606 GN=TMEM165 PE=1 SV=1	9185420.749	9978125.671	5840682.786	11018051.27	14270335.93	12204152.41	10997146.96	10323260.05	10688579.62	11070478.49	12571928.75	12605296.1
Q9Y240	C-type lectin domain family 11 member A OS=Homo sapiens OX=9606 GN=CLEC11A PE=1 SV=1	47249977.99	41150799.82	44098678.42	58321215.56	65837274.5	55599820.69	49617502.22	40329619.43	34403166.81	46700551.68	43217744.81	40982540.39
P26038	Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3	184287882.8	162646216.1	168356958.6	270069847.1	239245483.2	181106648.3	151379624.2	124803987.4	136175876.2	176851425	157619757.8	136410028.4
A0A3F2YNW8	"Inositol 1,4,5-trisphosphate receptor type 1 OS=Homo sapiens OX=9606 GN=ITPR1 PE=1 SV=1"	131700607.4	136968084.3	142702903.7	170561070.5	170141942.6	151014091.1	117223983.4	113988823.8	95823420.95	140720951.1	112402938	120054178.9
Q01082	"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2"	3209881.653	3003392.594	2677792.806	4776904.938	4642917.295	3902808.2	2605133.165	3565073.071	5196317.321	3898590.347	5022871.01	5373650.986
Q6P4Q7	Metal transporter CNNM4 OS=Homo sapiens OX=9606 GN=CNNM4 PE=1 SV=3	465651.5136	965174.3743	645154.3622	1063380.75	745718.7887	841952.5199	633769.5039	438716.7246	413592.3108	663132.0529	480695.4201	463576.347
P27105	Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3	12098442.62	15343921	17496166.38	20017945.83	19883147	17500539.61	4439615.815	10260439.18	9424707.167	7423776.759	11321724.69	11867180.95
R4GMU8	Ragulator complex protein LAMTOR5 OS=Homo sapiens OX=9606 GN=LAMTOR5 PE=1 SV=1	5819766.568	4698684.291	4838162.533	7928443.499	7170370.315	5439923.663	6894418.029	3771858.353	3249694.599	5737083.117	3655462.697	3723799.969
Q9GZL7	Ribosome biogenesis protein WDR12 OS=Homo sapiens OX=9606 GN=WDR12 PE=1 SV=2	70192872.13	81844980.25	80276366.64	78408028.89	77486642.37	89693876.76	24810131.19	22521287.59	39221261.87	30035559.23	37492100.98	29641052.9
Q969R5	Lethal(3)malignant brain tumor-like protein 2 OS=Homo sapiens OX=9606 GN=L3MBTL2 PE=1 SV=1	1746533.829	1129329.441	1323962.684	1334074.076	1399635.514	1662492.27	1359433.76	1628345.057	2086953.351	1543995.919	2906706.44	2498796.471
Q9NQG5	Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Homo sapiens OX=9606 GN=RPRD1B PE=1 SV=1	8795267.083	9886413.137	8205339.755	15810743.99	14916642.44	15768421.94	12141954.62	13436798.05	24954098.79	17807080.09	24255704.59	20789689.4
Q06587	E3 ubiquitin-protein ligase RING1 OS=Homo sapiens OX=9606 GN=RING1 PE=1 SV=2	10078189.49	11063115.37	12791342.14	13189897.57	14360955.03	13191044.52	15202229.36	17477217.12	26044197.23	18546158.51	21397299.73	21655187.6
Q7Z2T5	TRMT1-like protein OS=Homo sapiens OX=9606 GN=TRMT1L PE=1 SV=2	11376304.57	13949684.76	11016403.74	12697115.69	12236989.26	12199087.44	10571059.77	12748408.82	16515785.35	13529908.83	17054293.73	15521350.33
P54819	"Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2"	43720721.31	36471487.8	35257632.5	49608582.83	44989539.53	40417707.81	32959323.2	36366582.98	51110349.66	56592566.23	42860834.45	41294771.76
Q9NZ43	Vesicle transport protein USE1 OS=Homo sapiens OX=9606 GN=USE1 PE=1 SV=2	1879690.258	2182712.884	743411.1167	2796910.364	2624020.619	2269075.223	2224700.445	1695094.594	1550574.13	2298864.387	2066834.001	1729319.275
A0A2Q2TH77	Golgin subfamily A member 2 OS=Homo sapiens OX=9606 GN=GOLGA2 PE=1 SV=1	40433957.58	36740678.22	34707666.4	31000140.68	36118717.72	34153416.44	23139223.49	24849991.57	23351465.11	40954179.96	28234906.64	34441826.62
D6RF35	Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=1	1368996.485	2003316.444	549983.3737	1452806.621	1385812.586	2227149.49	23611.33175	2447342.864	1010120.984	806677.2466	1172905.965	1211399.886
Q96P16	Regulation of nuclear pre-mRNA domain-containing protein 1A OS=Homo sapiens OX=9606 GN=RPRD1A PE=1 SV=1	741156.5507	1245340.079	1148737.147	1822191.329	1155470.938	1258684.62	1428996.372	1331199.319	1866680.366	1326724.202	2206760.262	1543522.634
Q8IZL8	"Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens OX=9606 GN=PELP1 PE=1 SV=2"	16662966.91	15601173.14	20447528.46	12780356.71	14454131.13	14951294.03	13012462.45	15480071.16	19345592.33	17937608.95	17812269.44	17786141.35
P48444	Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1	63326316.72	62125589.75	81450230.84	61243116.72	68381476.68	59477036.25	63962419.58	66331863.52	62046371.9	67235457.82	66313303.85	70613083.14
Q9NZ01	Very-long-chain enoyl-CoA reductase OS=Homo sapiens OX=9606 GN=TECR PE=1 SV=1	112371226.2	85638410.2	120215192.1	92052245.07	102233282.1	86198393.94	91499763.63	66649269.43	72466743.4	101671417.2	83564692.71	88163124.13
P16615	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1	204521742.2	216091916.8	209793431.3	253834504.9	247433046.4	235252181.7	202974562.3	198797985.5	173997505.6	230472800.9	196939972.3	211315718.3
B5MCR8	"Solute carrier family 30 (Zinc transporter), member 6, isoform CRA_b OS=Homo sapiens OX=9606 GN=SLC30A6 PE=1 SV=1"	1924523.213	2204886.159	2133418.328	2197454.597	2172080.78	1325147.981	1703025.13	2161773.107	1854855.33	2536429.719	2110375.398	2109989.386
Q9BX59	Tapasin-related protein OS=Homo sapiens OX=9606 GN=TAPBPL PE=1 SV=2	102850.7329	35054.78495	22675.50191	25251.52064	692231.1934	670456.2139	29674.41564	594576.5859	596558.7965	33307.24876	598216.6929	830500.8973
Q96P11	Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NSUN5 PE=1 SV=2	109545477.8	80649049.26	79132502.37	90437707.76	99537082.53	95215822.55	69208632.38	65982203.45	63033834.8	54586432.99	66351278.4	67289742.9
Q9NSV4	Protein diaphanous homolog 3 OS=Homo sapiens OX=9606 GN=DIAPH3 PE=1 SV=4	1174921.564	1598010.494	730867.9976	1175162.468	1369102.386	1634466.798	1270785.05	1186911.914	1082790.921	1161068.491	1479063.176	1659025.559
Q9UHF1	Epidermal growth factor-like protein 7 OS=Homo sapiens OX=9606 GN=EGFL7 PE=1 SV=3	6547450.102	4813651.434	5448802.547	5940361.869	6439636.318	4171943.545	2760034.925	3556304.639	2466144.151	3327898.48	2878455.196	3428904.256
A0A087WTF6	Neural cell adhesion molecule 1 OS=Homo sapiens OX=9606 GN=NCAM1 PE=1 SV=1	19605686.91	14586996.04	14450158.03	18636915.5	16786817.96	15930632.63	13420377.48	8278110.622	8285840.926	10008113.46	8652983.854	8191441.689
I3L3Y9	G protein pathway suppressor 2 (Fragment) OS=Homo sapiens OX=9606 GN=GPS2 PE=1 SV=1	111987.1528	84538.42933	120667.862	356689.8781	224048.1424	178396.0971	1321743.898	2129362.06	1032696.972	1563528.587	1255363.524	1581218.821
Q5BJD5	Transmembrane protein 41B OS=Homo sapiens OX=9606 GN=TMEM41B PE=1 SV=1	3095495.07	2129724.331	3309329.516	3340955.241	2753778.361	2096154.944	2908696.397	1900358.133	2383606.806	2988544.715	2683205.87	2695305.511
Q9UKN8	General transcription factor 3C polypeptide 4 OS=Homo sapiens OX=9606 GN=GTF3C4 PE=1 SV=2	3264736.269	3799484.482	4091010.237	4310740.108	4647966.291	5121324.916	4818535.703	5788141.221	7578825.199	6293749.932	8093552.075	6355894.785
Q9BWF3	RNA-binding protein 4 OS=Homo sapiens OX=9606 GN=RBM4 PE=1 SV=1	43433130.22	40549326.22	38121446.22	47758305.08	51595740.96	47876203.16	47032889.09	49750138.95	62817122.44	49415167.84	62834653.45	63824942.63
Q9Y6A9	Signal peptidase complex subunit 1 OS=Homo sapiens OX=9606 GN=SPCS1 PE=1 SV=4	38681697.97	35806916.56	31948977.03	46725828.31	49714319.53	38180410.23	31623456.24	31165025.45	32292640	35362863.46	36374067.06	36236685.92
P20138	Myeloid cell surface antigen CD33 OS=Homo sapiens OX=9606 GN=CD33 PE=1 SV=2	4482244.571	3203524.515	3224472.594	6408013.448	3681919.478	4663322.97	4199239.411	2096430.473	1867397.174	3171731.119	2310250.566	2340880.799
P38432	Coilin OS=Homo sapiens OX=9606 GN=COIL PE=1 SV=1	3602388.199	4460285.567	4333500.438	3647249.452	4546094.084	5103244.768	3705109.742	5028227.328	6397227.539	5313265.043	5830834.473	6033448.482
Q9UJX3	Anaphase-promoting complex subunit 7 OS=Homo sapiens OX=9606 GN=ANAPC7 PE=1 SV=4	6876351.631	6759668.861	7613197.981	5059585.459	7270000.509	6584725.893	5186446.047	7042980.022	5938326.177	8441323.154	7779723.947	6586250.865
Q5SRE5	Nucleoporin NUP188 homolog OS=Homo sapiens OX=9606 GN=NUP188 PE=1 SV=1	32482627.8	31909047.88	35334403.52	31807919.96	30561250.25	30644198.91	31524854.95	30296947.49	32990082.58	36687837.69	37980944.01	35473506.42
A0A494C0W0	Poly(A)-specific ribonuclease PARN OS=Homo sapiens OX=9606 GN=PARN PE=4 SV=1	6194908.846	3790479.656	1957494.966	6383399.07	7258230.783	6601855.077	5027431.284	6307762.891	5864183.176	6354365.605	7175195.218	6477134.308
Q14686	Nuclear receptor coactivator 6 OS=Homo sapiens OX=9606 GN=NCOA6 PE=1 SV=3	4967262.218	3663536.783	2352664.02	4864249.045	3718908.905	3244781.981	3282618.477	1931862.544	2039219.163	3493568.921	2316100.069	2489890.848
P15311	Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4	30338098.51	28961836.66	36645069.2	36787582.33	33009415.76	26359440.2	19200691.34	18489090.76	21108152.38	25839970.18	24594779.82	22525328.25
P12318	Low affinity immunoglobulin gamma Fc region receptor II-a OS=Homo sapiens OX=9606 GN=FCGR2A PE=1 SV=4	2966944.074	2771147.123	3355987.96	3304484.134	4171822.859	4136345.344	3412519.22	2023378.165	1974262.092	3236731.308	1722519.807	2024661.555
Q99549	M-phase phosphoprotein 8 OS=Homo sapiens OX=9606 GN=MPHOSPH8 PE=1 SV=2	2525862.138	3729815.673	4550012.101	2845569.435	2603810.663	3025593.227	2319594.729	4301323.928	5476468.904	4754549.588	5760638.857	5135414.478
Q9UMN6	Histone-lysine N-methyltransferase 2B OS=Homo sapiens OX=9606 GN=KMT2B PE=1 SV=1	2737478.469	3004968.338	2753056.42	430819.119	491369.4277	341384.3746	3288575.339	2287858.24	2079719.415	606643.5582	673630.411	440155.6986
Q9BSC4	Nucleolar protein 10 OS=Homo sapiens OX=9606 GN=NOL10 PE=1 SV=1	9539023.634	11652190.94	13442182.84	13660709.44	14638005.83	16417969	13002552.46	13203528.13	18673925.07	17603449.09	20317228.16	16510909.08
Q12769	Nuclear pore complex protein Nup160 OS=Homo sapiens OX=9606 GN=NUP160 PE=1 SV=3	62918851.51	78811091.63	90983126.48	83822790.28	88543121.37	84693749.78	77932066.9	71719038.54	78001594.21	83520499.44	85124471.79	84794774.3
Q8TEB9	Rhomboid-related protein 4 OS=Homo sapiens OX=9606 GN=RHBDD1 PE=1 SV=1	525228.5618	2031398.619	1198878.266	1152864.878	1649578.144	1776033.877	859781.3457	1436001.143	1287429.557	868976.4151	1519593.415	1524577.741
P30086	Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3	1866180.122	2088665.425	2094399.313	1644911.469	1842854.458	1274690.143	1008463.026	1254528.943	1065458.222	1196847.129	772996.0685	232604.8732
P51151	Ras-related protein Rab-9A OS=Homo sapiens OX=9606 GN=RAB9A PE=1 SV=1	8851408.291	7546132.377	8504534.44	5595385.725	10096730.79	9586228.333	6525699.117	8091970.131	6224576.296	9033251.562	6536647.34	7260344.117
P30825	High affinity cationic amino acid transporter 1 OS=Homo sapiens OX=9606 GN=SLC7A1 PE=1 SV=1	6689860.12	5599151.525	3641801.262	5888025.993	6271014.331	2599499.706	3209175.473	3413195.941	3796447.839	2695843.959	4563670.407	4050821.619
Q9NWW5	Ceroid-lipofuscinosis neuronal protein 6 OS=Homo sapiens OX=9606 GN=CLN6 PE=1 SV=1	8103259.11	13315650.02	14990027.55	18137958.01	19363728.59	14731454.16	11073402.6	10422176.58	12480848.73	14533222.24	14508161.67	14335418.3
Q15291	Retinoblastoma-binding protein 5 OS=Homo sapiens OX=9606 GN=RBBP5 PE=1 SV=2	1671421.876	1278834.293	1284924.6	1169204.179	1372518.823	1771862.99	1219520.156	2127526.566	2268186.43	2327275.239	2182728.171	1863713.457
P40938	Replication factor C subunit 3 OS=Homo sapiens OX=9606 GN=RFC3 PE=1 SV=2	74363629.82	25415606.7	29370975	28649033.77	24797553.38	25303907.28	26736118.41	30160174.25	28715603.85	34801162.84	33465553.14	32279566.85
Q15084	Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1	407800183.8	267108984.8	269203451.9	341741876.2	413938696.2	329037310.7	331052581.9	208614037.7	286154625	321416046.6	313540144.2	280740870.9
A0A2R8Y6J3	60S ribosomal protein L5 (Fragment) OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=1	150985094.4	148969830.3	142594609	621675745.9	545578320.3	692512289.4	423748231	912912657.9	519553610	445701413.6	433251362.4	554600185.7
P61006	Ras-related protein Rab-8A OS=Homo sapiens OX=9606 GN=RAB8A PE=1 SV=1	14180422.16	9017460.301	11334427.66	13775728.6	11490458.15	9884249.336	9200037.552	7908686.105	6886831.099	8784149.859	8233410.188	7850696.131
Q8WXF1	Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1	27012391.58	23651169.1	28278405.07	24149490.11	25263751.35	27474074.71	28231329.54	34627873.34	42971272.79	35596971.06	45734900.72	35893748.94
Q9NVI1	Fanconi anemia group I protein OS=Homo sapiens OX=9606 GN=FANCI PE=1 SV=4	31949982.15	32030056.18	35964042.31	28093683.05	30530390.72	27663276.62	35103416.74	34263229.88	42025369.17	39858708.21	40556704.01	39755571.44
E7EN32	Menin OS=Homo sapiens OX=9606 GN=MEN1 PE=1 SV=1	1595653.317	2422721.179	2088636.78	2220834.936	2150938.555	1783250.3	2278316.53	2341520.14	2478318.327	2930883.29	3462847.528	1961909.773
Q96EM0	Trans-3-hydroxy-L-proline dehydratase OS=Homo sapiens OX=9606 GN=L3HYPDH PE=1 SV=2	584830.9384	518419.9478	472486.5591	361500.7328	442540.9904	646763.2334	266134.8152	647006.3232	368466.7199	142357.668	332016.1111	330923.2447
H0YD13	CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=2	41036991.94	45926688.8	38603866.33	55530028.5	50590861.1	54815151.27	34195577	27947690.4	28975945.4	35547607.93	31425318.43	35376970.66
P02786	Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2	71930273.81	59023324.78	58956913.66	83418713.26	87002407.19	79356246.78	45950727.22	38236528.12	39375659.57	45287949.43	43787872.44	44930063.55
Q96PU4	E3 ubiquitin-protein ligase UHRF2 OS=Homo sapiens OX=9606 GN=UHRF2 PE=1 SV=1	3636804.958	5831621.965	5334904.276	5297326.769	4095390.448	5015868.072	5274943.082	6699801.946	6516271.244	5984477.522	6863400.925	6403923.411
Q9H6R6	Palmitoyltransferase ZDHHC6 OS=Homo sapiens OX=9606 GN=ZDHHC6 PE=1 SV=1	1336749.696	1756299.269	1870940.219	527645.382	1472382.706	1455258.382	1167245.78	454647.1905	1214834.11	1370794.389	1197749.082	1470155.369
Q8TAA5	"GrpE protein homolog 2, mitochondrial OS=Homo sapiens OX=9606 GN=GRPEL2 PE=1 SV=1"	352683.5199	263757.6359	440333.1545	138007.3563	357492.8031	443801.9303	288641.162	327158.352	283753.9745	318268.9822	306940.9468	390676.6663
Q9NVS2	"39S ribosomal protein S18a, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS18A PE=1 SV=1"	17403304.8	8551732.562	11549110.61	12994880.67	11651483.75	9391904.385	6929548.887	8725381.404	7809916.718	8506457.468	8444253.698	7678842.885
Q9BU76	Multiple myeloma tumor-associated protein 2 OS=Homo sapiens OX=9606 GN=MMTAG2 PE=1 SV=1	220941.287	434437.1117	570160.6151	735910.9603	410409.6467	711709.2212	194493.2558	597818.0217	3601787.321	1336868.861	3671558.847	2162142.29
Q92878	DNA repair protein RAD50 OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1	78370269.21	75041625.52	78315361.96	67305742.18	66855759.72	67490797.07	78727762.55	85991148.32	99272340.78	86344042.48	100186159.4	96356369.58
O15260	Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3	53905655.42	65310670.24	74444600.27	53440745.82	70663619.05	70937255.74	65744450.91	66327639.9	61068233.28	64637047.9	66782577.28	66581310
A6NLN1	"Polypyrimidine tract binding protein 1, isoform CRA_b OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=4"	93077618.9	119196113.5	120863865	115880097.4	138354270.1	117432038.2	101398013	118177220.1	141653042.9	135074288.7	144931312.1	120493837.8
